ingreso_mensual,monto_prestamo,historial_crediticio,edad,empleo_estable,ratio_deuda_ingreso,score_normalizado,riesgo_demografico,es_moroso
2469.05,5517.53,798,26,0,0.19,0.91,0,0
2812.43,13589.07,335,69,1,0.4,0.06,0,1
4146.33,22771.47,745,48,1,0.46,0.81,0,0
3759.49,9800.77,363,59,1,0.22,0.11,0,0
2930.0,8219.81,334,30,0,0.23,0.06,0,0
1000.0,5533.24,559,32,1,0.46,0.47,0,0
2114.47,11877.95,523,44,1,0.47,0.41,0,0
4469.97,13527.87,630,57,1,0.25,0.6,0,0
4456.84,23993.39,754,39,0,0.45,0.83,0,1
1283.69,3177.47,345,32,0,0.21,0.08,0,0
4782.92,25258.27,712,54,1,0.44,0.75,0,0
2702.74,6022.45,744,57,1,0.19,0.81,0,0
1037.07,2694.62,609,69,1,0.22,0.56,0,0
4271.69,7951.97,333,34,1,0.16,0.06,0,0
5350.31,18494.18,363,44,1,0.29,0.11,0,0
2879.86,10732.83,325,43,0,0.31,0.05,0,0
4765.06,15737.29,850,20,0,0.28,1.0,1,0
3142.31,16093.92,311,54,0,0.43,0.02,0,0
2571.0,6798.67,450,67,0,0.22,0.27,0,1
1966.24,6581.54,675,31,1,0.28,0.68,0,0
3472.36,18900.11,606,66,0,0.45,0.56,0,0
5036.84,19119.76,769,67,1,0.32,0.85,0,0
3803.82,6430.12,364,55,1,0.14,0.12,0,1
5630.02,23900.03,632,20,1,0.35,0.6,0,0
3878.43,15073.24,832,58,1,0.32,0.97,0,0
2445.9,13677.26,684,41,1,0.47,0.7,0,0
3455.94,17935.87,728,63,0,0.43,0.78,0,0
5027.96,22508.61,615,50,1,0.37,0.57,0,0
3070.61,12139.37,617,67,1,0.33,0.58,0,0
5840.79,32540.66,615,39,1,0.46,0.57,0,0
2496.45,7435.66,787,55,0,0.25,0.89,0,0
2720.31,10723.31,840,49,1,0.33,0.98,0,0
4537.79,19293.25,455,26,1,0.35,0.28,0,0
3814.1,19438.06,820,50,0,0.42,0.95,0,0
3304.16,15873.1,694,38,1,0.4,0.72,0,0
3407.66,16824.3,663,19,1,0.41,0.66,0,0
6294.38,16088.89,739,59,0,0.21,0.8,0,0
2869.96,15244.74,575,39,0,0.44,0.5,0,0
3805.16,6114.92,547,26,1,0.13,0.45,0,0
5212.3,19441.94,718,41,0,0.31,0.76,0,0
5496.09,9558.57,613,28,0,0.14,0.57,0,1
3629.99,16556.09,680,25,0,0.38,0.69,0,0
5001.37,21493.53,665,58,1,0.36,0.66,0,0
2543.41,8961.15,820,60,0,0.29,0.95,0,0
3573.46,15892.75,501,20,1,0.37,0.37,0,0
3717.8,12422.06,656,66,0,0.28,0.65,0,0
3602.06,21451.82,763,51,0,0.5,0.84,0,1
1000.0,4610.11,637,60,1,0.38,0.61,0,0
3892.0,15365.6,552,46,1,0.33,0.46,0,0
4873.87,16071.24,444,67,0,0.27,0.26,0,1
4421.82,25407.29,402,61,1,0.48,0.19,0,1
5782.12,25937.25,358,61,1,0.37,0.11,0,0
3038.88,10026.96,442,30,0,0.27,0.26,0,0
3537.74,7630.24,631,64,1,0.18,0.6,0,0
4705.26,27043.98,481,23,1,0.48,0.33,0,1
2999.14,7367.99,524,20,0,0.2,0.41,1,0
4544.95,17604.42,500,19,1,0.32,0.36,0,0
3619.52,17256.58,568,43,1,0.4,0.49,0,0
1467.62,7120.31,606,44,0,0.4,0.56,0,0
3835.59,6620.08,316,43,1,0.14,0.03,0,0
4025.15,14091.83,381,36,1,0.29,0.15,0,0
3247.16,14440.96,311,28,0,0.37,0.02,0,0
4735.21,25663.71,476,46,1,0.45,0.32,0,0
2257.48,11112.5,360,22,0,0.41,0.11,1,1
2475.19,9388.5,384,41,1,0.32,0.15,0,0
3270.43,16440.98,309,31,1,0.42,0.02,0,1
5268.18,12411.53,591,42,1,0.2,0.53,0,0
3454.06,16386.66,473,53,0,0.4,0.31,0,1
3379.05,12728.2,760,55,0,0.31,0.84,0,0
6871.78,36499.9,745,33,1,0.44,0.81,0,0
6226.02,29598.43,340,32,0,0.4,0.07,0,0
3177.64,15092.73,418,64,0,0.4,0.21,0,0
4524.98,24823.81,582,38,1,0.46,0.51,0,0
5520.78,27655.86,714,40,1,0.42,0.75,0,0
2986.7,11803.23,463,25,1,0.33,0.3,0,0
2813.42,12863.52,727,66,0,0.38,0.78,0,0
2130.9,12531.64,532,66,1,0.49,0.42,0,0
3302.26,18638.58,347,32,0,0.47,0.09,0,0
1806.28,3440.11,807,26,1,0.16,0.92,0,0
4076.77,17623.75,785,40,1,0.36,0.88,0,0
4733.6,28303.58,710,42,0,0.5,0.75,0,0
2940.2,11635.61,454,22,1,0.33,0.28,0,0
6456.54,13202.26,836,47,1,0.17,0.97,0,0
4648.73,21913.12,470,24,1,0.39,0.31,0,0
2824.26,4637.84,628,29,0,0.14,0.6,0,0
5374.58,27421.64,801,34,1,0.43,0.91,0,0
2499.02,5357.8,574,58,1,0.18,0.5,0,0
1000.0,2669.86,386,31,1,0.22,0.16,0,0
1434.82,3365.1,829,62,0,0.2,0.96,0,0
5058.96,28666.77,645,61,1,0.47,0.63,0,0
3516.87,6866.93,466,25,1,0.16,0.3,0,0
2587.08,13488.18,829,52,1,0.43,0.96,0,0
3863.29,17047.82,746,18,1,0.37,0.81,0,0
3172.81,5008.73,305,22,0,0.13,0.01,1,1
2776.34,10468.39,642,34,1,0.31,0.62,0,0
5802.5,16603.2,640,44,1,0.24,0.62,0,0
4721.58,16816.24,319,31,1,0.3,0.03,0,1
3801.66,13454.7,431,33,1,0.29,0.24,0,0
2568.5,9986.52,399,64,1,0.32,0.18,0,0
3869.53,20556.34,324,23,0,0.44,0.04,1,0
2462.8,10884.38,594,35,0,0.37,0.53,0,0
3420.73,5265.88,501,37,0,0.13,0.37,0,0
4870.88,28960.32,683,21,1,0.5,0.7,0,0
5695.2,10012.09,315,41,1,0.15,0.03,0,0
3212.59,17927.5,598,67,1,0.47,0.54,0,0
1757.83,5608.14,668,56,1,0.27,0.67,0,0
3584.82,20581.53,613,29,1,0.48,0.57,0,0
3071.99,9465.07,548,40,0,0.26,0.45,0,1
4436.6,19250.99,561,63,0,0.36,0.47,0,1
2321.55,12744.3,696,24,1,0.46,0.72,0,0
4429.58,19825.28,374,48,0,0.37,0.13,0,0
1871.34,4076.13,825,25,1,0.18,0.95,0,0
5128.79,25850.42,312,30,1,0.42,0.02,0,1
3417.01,11277.66,434,36,0,0.28,0.24,0,0
5324.25,20517.1,338,18,1,0.32,0.07,0,0
5908.75,20583.08,642,43,1,0.29,0.62,0,0
3915.4,21444.03,696,25,1,0.46,0.72,0,0
1000.0,3035.45,472,41,1,0.25,0.31,0,0
1912.64,9098.07,810,48,0,0.4,0.93,0,0
3544.05,14853.18,325,47,1,0.35,0.05,0,0
2532.2,13719.99,413,21,1,0.45,0.21,0,0
3356.32,5753.42,704,63,0,0.14,0.73,0,0
5197.09,13940.05,329,40,1,0.22,0.05,0,0
3638.01,12667.69,594,25,1,0.29,0.53,0,0
5650.0,24758.77,732,52,0,0.37,0.79,0,0
4942.55,13829.08,774,50,0,0.23,0.86,0,0
3516.52,8573.25,473,30,1,0.2,0.31,0,0
4953.43,7637.6,541,21,1,0.13,0.44,0,0
4619.25,27692.44,699,48,1,0.5,0.73,0,0
3092.34,18162.7,373,30,1,0.49,0.13,0,1
3765.62,20249.1,493,69,1,0.45,0.35,0,0
2323.69,11262.69,512,27,0,0.4,0.39,0,0
4234.14,8299.49,310,21,1,0.16,0.02,0,1
4265.72,19523.37,435,34,1,0.38,0.25,0,0
3428.99,10932.92,342,23,1,0.27,0.08,0,0
5549.66,30930.51,339,58,1,0.46,0.07,0,1
3685.38,12278.11,407,32,1,0.28,0.19,0,0
4284.24,11105.21,403,32,0,0.22,0.19,0,0
2501.47,11022.49,834,39,1,0.37,0.97,0,0
2621.21,9990.54,652,40,1,0.32,0.64,0,0
2831.76,15597.52,538,54,1,0.46,0.43,0,0
2482.35,4325.6,389,58,0,0.15,0.16,0,1
5801.22,28749.48,353,58,1,0.41,0.1,0,1
5976.31,11287.72,343,68,0,0.16,0.08,0,1
3293.24,6103.48,681,55,0,0.15,0.69,0,0
4647.3,19248.63,591,48,0,0.35,0.53,0,0
4838.67,10558.34,754,36,1,0.18,0.83,0,0
4704.26,27113.27,720,35,0,0.48,0.76,0,0
4603.37,14221.72,605,65,1,0.26,0.55,0,0
2518.09,5789.09,350,39,1,0.19,0.09,0,0
4600.39,14509.79,434,67,0,0.26,0.24,0,1
1465.85,6172.99,561,60,1,0.35,0.47,0,0
3962.99,8937.71,552,64,0,0.19,0.46,0,0
4595.5,9357.11,700,34,1,0.17,0.73,0,0
4138.98,18418.73,822,31,1,0.37,0.95,0,0
3997.63,19031.77,745,56,1,0.4,0.81,0,0
3042.44,9589.99,640,37,0,0.26,0.62,0,0
1378.42,3289.28,393,58,1,0.2,0.17,0,0
2969.94,12958.66,444,22,0,0.36,0.26,1,1
2660.39,5209.13,419,22,1,0.16,0.22,0,0
3315.2,19715.61,482,58,1,0.5,0.33,0,0
3500.24,14062.75,563,32,1,0.33,0.48,0,0
2068.19,9895.17,358,55,1,0.4,0.11,0,0
3258.41,13924.59,798,60,0,0.36,0.91,0,0
5562.13,29072.46,617,27,1,0.44,0.58,0,0
2588.73,6483.32,820,59,1,0.21,0.95,0,0
1192.55,6977.22,560,18,1,0.49,0.47,0,0
2215.74,6492.66,516,36,0,0.24,0.39,0,1
5340.8,26875.23,471,27,0,0.42,0.31,0,0
3277.91,10107.68,753,50,1,0.26,0.82,0,0
3064.74,17888.75,703,28,1,0.49,0.73,0,0
3578.82,12766.53,673,37,1,0.3,0.68,0,0
4055.86,20226.19,567,31,0,0.42,0.49,0,0
6176.45,11189.18,450,27,1,0.15,0.27,0,0
3070.85,12792.16,756,21,0,0.35,0.83,1,0
3590.54,15028.69,812,69,0,0.35,0.93,0,1
2972.86,6354.06,549,41,1,0.18,0.45,0,0
2452.42,9057.81,828,37,1,0.31,0.96,0,0
1000.0,3287.42,464,21,1,0.27,0.3,0,0
4605.55,25089.68,604,26,0,0.45,0.55,0,0
4308.78,24291.29,546,33,1,0.47,0.45,0,0
3804.96,5823.84,523,68,0,0.13,0.41,0,0
4123.02,11011.08,550,22,1,0.22,0.45,0,0
5045.64,28803.05,489,65,1,0.48,0.34,0,0
3001.4,15286.09,755,46,0,0.42,0.83,0,0
5058.59,20901.18,448,30,1,0.34,0.27,0,0
2430.9,11059.15,580,49,0,0.38,0.51,0,0
6657.93,15905.06,342,49,1,0.2,0.08,0,0
2609.12,14056.27,793,57,0,0.45,0.9,0,0
4091.91,18596.87,566,40,0,0.38,0.48,0,0
3803.42,20272.21,531,52,0,0.44,0.42,0,1
3934.68,16883.55,381,65,1,0.36,0.15,0,0
1797.46,2737.6,382,21,1,0.13,0.15,0,0
2983.56,11278.2,732,64,1,0.32,0.79,0,0
4772.93,8849.05,417,43,0,0.15,0.21,0,1
2724.3,6721.34,477,23,1,0.21,0.32,0,0
2144.97,9648.64,531,63,1,0.37,0.42,0,0
4544.48,16577.95,574,59,1,0.3,0.5,0,0
2631.09,13892.74,355,61,1,0.44,0.1,0,0
2730.17,9282.08,757,58,1,0.28,0.83,0,0
3337.29,18100.0,349,53,1,0.45,0.09,0,0
3335.82,15249.76,610,36,0,0.38,0.56,0,0
3012.53,6921.32,717,64,0,0.19,0.76,0,0
4328.95,13761.96,772,40,1,0.26,0.86,0,0
2370.99,7899.02,462,29,1,0.28,0.29,0,0
4439.7,12109.81,719,38,1,0.23,0.76,0,0
2204.17,9889.9,774,25,0,0.37,0.86,0,0
4833.65,15647.66,734,37,1,0.27,0.79,0,0
1000.0,4981.69,382,68,1,0.42,0.15,0,1
2498.65,5122.15,447,32,0,0.17,0.27,0,0
3631.82,15821.76,448,50,1,0.36,0.27,0,1
3528.56,17876.15,360,26,0,0.42,0.11,0,1
1874.13,8165.24,655,43,1,0.36,0.65,0,0
3196.79,16033.03,781,33,1,0.42,0.87,0,0
2392.18,10756.7,824,54,0,0.37,0.95,0,0
1174.07,4452.18,330,63,0,0.32,0.05,0,0
4301.39,21250.97,393,45,0,0.41,0.17,0,0
4377.96,17446.59,355,59,1,0.33,0.1,0,0
3626.23,20311.33,457,27,1,0.47,0.29,0,1
3621.74,10578.68,301,66,0,0.24,0.0,0,0
4095.25,9687.78,396,28,1,0.2,0.17,0,0
3404.68,8024.77,599,40,1,0.2,0.54,0,0
4756.81,13394.1,444,34,1,0.23,0.26,0,0
3347.33,6836.91,409,50,1,0.17,0.2,0,0
4911.8,15169.46,428,19,1,0.26,0.23,0,0
2581.68,8768.76,786,54,1,0.28,0.88,0,0
4180.9,17275.01,662,20,1,0.34,0.66,0,0
3046.81,10141.08,420,42,0,0.28,0.22,0,1
2974.19,15967.52,590,22,0,0.45,0.53,1,0
5153.11,29242.7,688,45,1,0.47,0.71,0,0
2733.23,13170.89,525,56,0,0.4,0.41,0,1
2079.6,7810.5,343,55,1,0.31,0.08,0,0
5383.6,26802.8,538,39,0,0.41,0.43,0,0
2438.68,7040.87,486,48,0,0.24,0.34,0,0
1513.33,8114.77,445,69,1,0.45,0.26,0,0
4974.56,9818.14,675,27,1,0.16,0.68,0,0
5871.15,16789.16,816,57,1,0.24,0.94,0,0
5182.73,22335.9,436,23,1,0.36,0.25,0,0
4120.82,10812.02,729,22,1,0.22,0.78,0,0
4037.35,14073.54,839,41,1,0.29,0.98,0,0
1887.83,10229.82,307,56,0,0.45,0.01,0,0
3338.89,14133.41,367,35,1,0.35,0.12,0,0
4114.46,9334.66,847,65,1,0.19,0.99,0,0
4223.91,8155.46,694,33,0,0.16,0.72,0,0
3661.52,14720.03,429,66,1,0.34,0.23,0,0
1185.24,3353.19,712,29,0,0.24,0.75,0,0
3608.24,10121.29,558,64,0,0.23,0.47,0,0
2995.55,17218.74,681,49,1,0.48,0.69,0,0
4628.03,23229.98,482,66,1,0.42,0.33,0,1
4670.55,15953.92,613,41,0,0.28,0.57,0,0
3189.05,19073.23,510,47,0,0.5,0.38,0,1
3711.9,14457.09,732,20,1,0.32,0.79,0,0
3529.49,8337.94,706,50,1,0.2,0.74,0,0
1541.59,5363.92,706,39,0,0.29,0.74,0,0
3193.92,17204.27,794,58,1,0.45,0.9,0,0
2492.67,10470.04,726,59,0,0.35,0.77,0,0
1000.0,5249.61,575,32,0,0.44,0.5,0,1
3676.56,12378.3,416,68,1,0.28,0.21,0,0
2836.78,8096.05,813,54,1,0.24,0.93,0,0
3577.61,13777.36,568,58,1,0.32,0.49,0,0
1668.76,5741.13,633,18,1,0.29,0.61,0,0
3597.78,21412.06,723,68,0,0.5,0.77,0,0
4042.83,9387.06,831,37,0,0.19,0.97,0,0
2746.04,9402.21,744,24,0,0.29,0.81,1,0
3199.81,11548.2,554,31,1,0.3,0.46,0,0
3130.22,10680.46,570,37,1,0.28,0.49,0,0
2509.52,8263.11,719,41,1,0.27,0.76,0,0
3179.19,14234.57,485,63,0,0.37,0.34,0,1
4191.84,18077.97,455,54,1,0.36,0.28,0,1
2254.42,11231.86,384,40,0,0.42,0.15,0,1
1198.49,2242.58,665,61,0,0.16,0.66,0,0
3872.5,17570.39,813,36,1,0.38,0.93,0,0
2760.22,7641.56,562,60,1,0.23,0.48,0,0
4592.71,18835.38,606,57,1,0.34,0.56,0,0
3263.02,10728.07,681,39,0,0.27,0.69,0,0
2445.87,14389.93,302,42,0,0.49,0.0,0,0
4699.1,15262.3,546,19,1,0.27,0.45,0,0
2219.71,6114.45,617,43,1,0.23,0.58,0,0
2360.76,6352.27,602,33,0,0.22,0.55,0,0
6026.01,21275.05,801,54,1,0.29,0.91,0,0
2944.09,7662.32,348,59,0,0.22,0.09,0,1
5256.48,28219.82,784,19,1,0.45,0.88,0,0
4968.36,16019.53,686,30,1,0.27,0.7,0,0
5469.42,9380.02,738,26,1,0.14,0.8,0,0
4124.31,6870.91,797,64,1,0.14,0.9,0,0
1668.87,4986.64,323,47,1,0.25,0.04,0,0
4674.33,18362.7,704,23,1,0.33,0.73,0,0
1770.07,6261.55,514,67,1,0.29,0.39,0,0
1402.21,8305.08,785,63,0,0.49,0.88,0,0
3519.23,13400.68,611,34,0,0.32,0.57,0,1
3795.99,12703.12,704,53,1,0.28,0.73,0,0
3453.65,7082.86,678,64,0,0.17,0.69,0,0
3574.84,17795.5,364,65,0,0.41,0.12,0,0
4134.89,7151.39,553,39,0,0.14,0.46,0,0
5800.23,10747.76,569,24,1,0.15,0.49,0,0
3576.6,8716.03,639,66,0,0.2,0.62,0,0
4003.61,10510.12,442,63,1,0.22,0.26,0,0
2194.95,10820.97,581,34,1,0.41,0.51,0,0
2831.05,13836.34,399,35,1,0.41,0.18,0,0
5507.11,22310.66,652,22,1,0.34,0.64,0,0
2604.25,8729.48,766,40,1,0.28,0.85,0,0
2733.94,13468.77,667,64,1,0.41,0.67,0,0
2820.03,7749.76,395,51,1,0.23,0.17,0,0
5564.59,15410.07,483,64,0,0.23,0.33,0,0
3917.85,18699.61,665,27,1,0.4,0.66,0,0
2404.13,6762.27,381,37,1,0.23,0.15,0,0
3606.97,16361.79,460,39,0,0.38,0.29,0,0
2291.45,8912.6,513,36,1,0.32,0.39,0,0
2211.03,11381.93,666,45,1,0.43,0.67,0,0
4370.65,7095.82,833,33,1,0.14,0.97,0,0
1427.7,6836.48,679,25,1,0.4,0.69,0,0
3546.43,20125.52,543,42,1,0.47,0.44,0,0
1726.3,6932.24,744,55,1,0.33,0.81,0,0
3420.1,12281.34,723,24,1,0.3,0.77,0,0
4214.32,24480.88,520,42,1,0.48,0.4,0,0
5317.76,12084.97,346,19,1,0.19,0.08,0,0
1535.58,3630.83,575,48,0,0.2,0.5,0,0
1000.0,4071.89,736,55,1,0.34,0.79,0,0
4421.53,19524.15,431,67,1,0.37,0.24,0,0
2420.01,9664.42,417,53,1,0.33,0.21,0,0
3058.37,4857.88,372,56,0,0.13,0.13,0,0
3487.85,7645.43,665,63,1,0.18,0.66,0,0
4016.75,7479.23,614,33,1,0.16,0.57,0,0
4009.0,6583.3,844,43,0,0.14,0.99,0,0
2437.76,9208.31,618,32,1,0.31,0.58,0,0
4850.93,9292.3,444,22,0,0.16,0.26,1,0
4801.75,25361.91,514,28,1,0.44,0.39,0,0
2984.7,4714.28,712,30,1,0.13,0.75,0,0
4555.14,10185.32,447,68,1,0.19,0.27,0,0
2004.99,6730.31,684,67,1,0.28,0.7,0,0
3680.02,13637.4,328,60,1,0.31,0.05,0,0
4246.44,24956.68,568,43,1,0.49,0.49,0,0
4095.27,10494.27,572,31,0,0.21,0.49,0,0
1544.57,6098.86,598,52,1,0.33,0.54,0,0
4531.9,7608.24,789,19,1,0.14,0.89,0,0
4025.0,8791.34,842,53,1,0.18,0.99,0,0
2405.04,4936.11,791,69,1,0.17,0.89,0,0
1591.12,6398.59,300,69,1,0.34,0.0,0,0
3970.22,14084.01,723,19,1,0.3,0.77,0,0
1000.0,2931.6,415,20,0,0.24,0.21,1,1
4724.19,9703.55,712,47,1,0.17,0.75,0,0
2549.78,5909.14,762,36,0,0.19,0.84,0,0
4705.43,27185.09,802,51,0,0.48,0.91,0,0
3027.94,16960.07,681,23,0,0.47,0.69,1,1
3885.59,12979.98,663,62,0,0.28,0.66,0,0
2194.77,10941.91,841,62,1,0.42,0.98,0,0
3325.77,16244.12,635,43,1,0.41,0.61,0,0
4790.9,13122.57,402,22,0,0.23,0.19,1,1
1000.0,4508.95,716,19,1,0.38,0.76,0,0
2764.67,5634.93,524,49,1,0.17,0.41,0,0
3352.95,11576.16,724,66,1,0.29,0.77,0,0
4255.15,19873.3,764,25,1,0.39,0.84,0,0
4774.93,15302.05,836,67,0,0.27,0.97,0,0
2143.69,5556.32,647,64,1,0.22,0.63,0,0
4504.84,12049.92,373,18,1,0.22,0.13,0,0
1491.87,3689.74,630,42,1,0.21,0.6,0,0
2463.86,14281.65,816,47,1,0.48,0.94,0,0
4220.69,13853.56,709,66,0,0.27,0.74,0,0
3594.65,11996.06,749,50,1,0.28,0.82,0,0
2235.63,4760.83,325,63,1,0.18,0.05,0,0
3810.99,9461.01,826,64,0,0.21,0.96,0,0
2958.99,5340.65,696,39,0,0.15,0.72,0,0
3412.05,12992.61,446,30,1,0.32,0.27,0,0
4394.11,25138.07,711,23,1,0.48,0.75,0,0
2675.45,8455.03,766,63,0,0.26,0.85,0,0
3641.86,5874.22,474,36,1,0.13,0.32,0,0
4663.21,13990.53,410,40,1,0.25,0.2,0,1
6350.24,32362.12,541,22,1,0.42,0.44,0,0
3176.57,18983.91,803,66,0,0.5,0.91,0,0
3845.36,15277.58,604,34,0,0.33,0.55,0,1
3251.47,9098.59,468,49,1,0.23,0.31,0,0
3154.46,15203.44,781,21,1,0.4,0.87,0,0
3063.25,9640.37,609,36,1,0.26,0.56,0,0
3197.78,12156.83,776,57,0,0.32,0.87,0,0
4747.15,18573.28,785,49,1,0.33,0.88,0,0
2370.19,9831.3,628,57,0,0.35,0.6,0,0
2495.65,13431.8,668,58,0,0.45,0.67,0,0
2385.56,9191.06,443,42,1,0.32,0.26,0,0
2193.44,9148.75,405,36,0,0.35,0.19,0,0
3038.93,5658.55,521,29,1,0.16,0.4,0,0
2100.63,10292.76,621,68,1,0.41,0.58,0,0
4064.48,6983.72,779,55,1,0.14,0.87,0,0
6327.06,16552.23,476,38,0,0.22,0.32,0,0
2293.85,9075.04,389,34,1,0.33,0.16,0,0
4382.95,19896.78,410,23,1,0.38,0.2,0,1
3169.81,12960.81,653,55,1,0.34,0.64,0,0
3766.19,9758.38,759,27,1,0.22,0.83,0,0
1620.29,3007.34,768,67,1,0.15,0.85,0,0
4368.66,19575.87,835,25,1,0.37,0.97,0,0
4499.87,12207.8,621,64,1,0.23,0.58,0,0
3868.68,10149.52,553,58,0,0.22,0.46,0,0
2305.27,3497.15,687,32,0,0.13,0.7,0,0
2495.06,14639.65,678,44,0,0.49,0.69,0,0
4715.59,22700.29,445,19,0,0.4,0.26,1,1
2441.17,8891.41,697,21,1,0.3,0.72,0,0
5203.32,22953.59,787,39,1,0.37,0.89,0,0
2820.04,9362.97,697,21,1,0.28,0.72,0,0
3312.6,17034.77,833,24,1,0.43,0.97,0,0
4325.8,7089.32,338,41,1,0.14,0.07,0,0
2776.92,4339.95,630,48,0,0.13,0.6,0,1
1000.0,5896.7,336,21,1,0.49,0.07,0,0
3289.35,10671.69,512,18,1,0.27,0.39,0,0
2936.69,9734.88,501,42,0,0.28,0.37,0,0
3441.86,11494.44,431,57,1,0.28,0.24,0,0
3633.05,16741.47,397,39,0,0.38,0.18,0,0
3484.02,9473.06,757,56,1,0.23,0.83,0,0
2654.08,12217.49,555,23,1,0.38,0.46,0,0
3578.67,15438.37,695,44,1,0.36,0.72,0,0
3097.39,17434.05,547,40,1,0.47,0.45,0,0
3477.63,18173.56,775,39,1,0.44,0.86,0,0
1421.33,2962.52,553,24,1,0.17,0.46,0,0
2128.88,9924.35,360,55,1,0.39,0.11,0,1
2624.01,14943.04,591,24,1,0.47,0.53,0,0
4634.08,27506.86,771,31,1,0.49,0.86,0,0
2738.91,8923.57,801,68,1,0.27,0.91,0,0
3643.86,6805.09,621,47,0,0.16,0.58,0,1
3526.98,18883.95,437,25,1,0.45,0.25,0,0
3252.01,17951.69,448,27,0,0.46,0.27,0,0
2507.54,6927.31,644,40,0,0.23,0.63,0,0
3945.99,12329.31,759,19,1,0.26,0.83,0,0
3252.55,11349.38,600,52,1,0.29,0.55,0,0
1853.03,7502.65,722,29,0,0.34,0.77,0,0
4457.0,11026.04,656,57,1,0.21,0.65,0,0
2400.89,11374.06,488,63,0,0.39,0.34,0,0
3741.9,20101.38,317,35,0,0.45,0.03,0,1
4745.89,27633.61,476,23,1,0.49,0.32,0,0
3583.68,20283.08,496,50,0,0.47,0.36,0,1
3628.31,9890.04,478,61,1,0.23,0.32,0,0
4165.8,15448.25,350,39,1,0.31,0.09,0,0
4011.39,10762.43,656,19,1,0.22,0.65,0,0
4462.86,10204.22,594,58,0,0.19,0.53,0,0
2514.98,11772.7,603,41,0,0.39,0.55,0,0
3937.42,7496.65,485,68,0,0.16,0.34,0,0
3690.83,15428.23,342,32,1,0.35,0.08,0,0
4518.94,17377.64,645,49,0,0.32,0.63,0,0
2841.11,10724.05,452,65,1,0.31,0.28,0,0
4402.63,15671.18,712,31,1,0.3,0.75,0,0
4364.37,17854.0,574,60,1,0.34,0.5,0,0
3596.36,10700.0,717,41,0,0.25,0.76,0,0
2650.99,12405.45,474,21,1,0.39,0.32,0,0
3214.4,11595.99,667,36,0,0.3,0.67,0,0
3853.27,17887.37,626,47,0,0.39,0.59,0,0
4847.9,26886.01,728,35,0,0.46,0.78,0,1
2503.32,12569.25,308,58,1,0.42,0.01,0,0
3786.94,8643.2,434,33,1,0.19,0.24,0,0
2321.99,13265.71,681,34,1,0.48,0.69,0,0
3905.06,12572.01,672,47,1,0.27,0.68,0,0
1361.37,3448.65,625,39,1,0.21,0.59,0,0
1971.86,10288.95,700,36,1,0.43,0.73,0,0
3695.3,18480.52,722,52,1,0.42,0.77,0,0
1841.92,8679.92,570,64,1,0.39,0.49,0,0
2496.45,6440.93,480,21,0,0.22,0.33,1,0
4975.59,18400.66,568,50,0,0.31,0.49,0,1
3153.28,13749.59,616,53,1,0.36,0.57,0,0
1563.91,4574.68,503,60,1,0.24,0.37,0,0
2352.52,12681.07,599,45,0,0.45,0.54,0,0
3916.95,9074.35,574,30,0,0.19,0.5,0,0
3616.93,10198.77,369,37,1,0.23,0.13,0,0
4353.34,19743.57,310,37,1,0.38,0.02,0,1
1795.0,6416.44,661,49,1,0.3,0.66,0,0
2145.53,5273.16,362,38,1,0.2,0.11,0,0
2704.79,10831.23,335,50,0,0.33,0.06,0,1
4516.15,20867.1,620,65,1,0.39,0.58,0,0
2557.58,5466.14,804,23,1,0.18,0.92,0,0
4334.05,19781.92,498,24,0,0.38,0.36,1,0
1251.6,5225.27,651,63,1,0.35,0.64,0,0
3277.2,7581.04,426,53,1,0.19,0.23,0,0
4816.11,10583.1,574,33,1,0.18,0.5,0,0
4457.11,13515.16,541,44,1,0.25,0.44,0,0
1143.13,6533.03,613,23,0,0.48,0.57,1,0
3296.42,10696.83,626,68,1,0.27,0.59,0,0
5125.57,20548.7,780,66,1,0.33,0.87,0,0
2562.74,9574.94,753,62,1,0.31,0.82,0,0
2688.69,13658.03,469,49,1,0.42,0.31,0,0
3493.26,6284.91,544,22,1,0.15,0.44,0,0
4103.06,21305.04,771,58,1,0.43,0.86,0,0
5743.73,14877.04,703,47,0,0.22,0.73,0,0
3572.52,8285.07,467,42,1,0.19,0.3,0,0
3478.4,20569.5,304,43,1,0.49,0.01,0,1
2827.27,16064.26,382,53,0,0.47,0.15,0,0
3920.34,6313.55,726,23,1,0.13,0.77,0,0
3955.11,11447.98,669,68,1,0.24,0.67,0,0
2317.73,8592.91,539,57,1,0.31,0.43,0,0
4103.19,17538.36,583,52,1,0.36,0.51,0,0
2445.93,5074.17,310,61,0,0.17,0.02,0,1
3093.21,9040.56,770,20,0,0.24,0.85,1,0
3932.48,17694.92,400,24,1,0.37,0.18,0,0
1582.74,4110.77,421,36,0,0.22,0.22,0,0
1751.51,5970.22,700,63,1,0.28,0.73,0,0
4728.1,14228.26,623,48,0,0.25,0.59,0,0
4554.06,16537.73,760,25,1,0.3,0.84,0,0
5232.03,25762.76,548,67,1,0.41,0.45,0,1
2342.35,13899.19,458,42,0,0.49,0.29,0,1
4315.99,25895.18,574,48,0,0.5,0.5,0,0
3144.39,14328.55,850,40,0,0.38,1.0,0,0
2925.96,11572.48,502,42,0,0.33,0.37,0,0
1575.53,6734.43,625,69,1,0.36,0.59,0,0
